,aggregator_name,transaction_date,e_product_id,e_backup_product_id,p_product_id,p_backup_product_id,product_title,vendor_code,product_type,imprint,product_format,publisher_price,trans_type,sale_type,agg_net_price_per_unit,tnf_net_price_per_unit,trans_currency,disc_percentage,disc_code,region_of_sale,total_rental_duration,pod,misc_product_ids,net_units,revenue_value,total_sales_count,total_sales_value,total_returns_count,total_returns_value
853,FOLLETT,12-08-2020,9781317866213,1317866215,NA,NA,Violence in Medieval Europe (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,56.95,SALE,Sale,39.87,39.86,USD,0.30000000000000004,NA,US,0,NA,NA,1,39.87,1,39.87,0,0.0
854,FOLLETT,12-08-2020,9781317882657,1317882652,NA,NA,West Africa before the Colonial Era (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,67.45,SALE,Sale,52.47,52.61,USD,0.21999999999999997,NA,US,0,NA,NA,2,104.94,2,104.94,0,0.0
855,FOLLETT,12-08-2020,9781317882657,1317882652,NA,NA,West Africa before the Colonial Era (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,74.95,SALE,Sale,52.47,52.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,52.47,1,52.47,0,0.0
856,FOLLETT,12-08-2020,9781317907879,1317907876,NA,NA,Why Not Capitalism? (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,35.0,SALE,Sale,24.47,24.5,USD,0.30000000000000004,NA,US,0,NA,NA,2,48.94,2,48.94,0,0.0
857,FOLLETT,12-08-2020,9781317912040,1317912047,NA,NA,A History of the American Musical Theatre (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,62.95,SALE,Sale,44.07,44.06,USD,0.30000000000000004,NA,US,0,NA,NA,1,44.07,1,44.07,0,0.0
858,FOLLETT,12-08-2020,9781317963899,131796389X,NA,NA,Directing the Documentary (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,210.89,RETURNS,Refund,51.07,50.61,USD,0.76,NA,US,0,NA,NA,-1,-51.07,0,0.0,1,51.07
859,FOLLETT,12-08-2020,9781317999898,1317999894,NA,NA,Recording Secrets for the Small Studio (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,58.0,SALE,Sale,40.57,40.6,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
860,FOLLETT,12-08-2020,9781351005562,1351005561,NA,NA,The Romans (ebook) 4th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,40.0,SALE,Sale,27.97,28.0,USD,0.30000000000000004,NA,US,0,NA,NA,1,27.97,1,27.97,0,0.0
861,FOLLETT,12-08-2020,9781351015387,1351015389,NA,NA,Pop Culture Freaks (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,44.95,SALE,Sale,31.47,31.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,31.47,1,31.47,0,0.0
862,FOLLETT,12-08-2020,9781351023924,1351023926,NA,NA,An Introduction to the Policy Process (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,54.95,SALE,Sale,38.47,38.46,USD,0.30000000000000004,NA,US,0,NA,NA,2,76.94,2,76.94,0,0.0
863,FOLLETT,12-08-2020,9781351033534,1351033530,NA,NA,Tourism Policy and Planning (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,60.0,SALE,Sale,48.97,49.2,USD,0.18000000000000005,NA,US,0,NA,NA,1,48.97,1,48.97,0,0.0
864,FOLLETT,12-08-2020,9781351043380,1351043382,NA,NA,Core Questions in Philosophy (ebook) 7th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,79.95,SALE,Sale,55.97,55.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,55.97,1,55.97,0,0.0
865,FOLLETT,12-08-2020,9781351246200,1351246208,NA,NA,Theory for Today's Musician Workbook; Third Editio(ebook)3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,67.95,SALE,Sale,47.57,47.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
866,FOLLETT,12-08-2020,9781351246248,1351246240,NA,NA,Theory for Today's Musician Textbook; Third Editio(ebook)3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,54.95,SALE,Sale,38.47,38.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,38.47,1,38.47,0,0.0
867,FOLLETT,12-08-2020,9781351280471,1351280473,NA,NA,Make Poverty Business (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,35.0,SALE,Sale,24.5,24.5,USD,0.30000000000000004,NA,US,0,NA,NA,2,49.0,2,49.0,0,0.0
868,FOLLETT,12-08-2020,9781351298667,1351298666,NA,NA,Behind Closed Doors (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,50.95,SALE,Sale,35.67,35.66,USD,0.30000000000000004,NA,US,0,NA,NA,1,35.67,1,35.67,0,0.0
869,FOLLETT,12-08-2020,9781351310352,1351310356,NA,NA,Human Behavior Theory and Social Work Practice (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,19.36,SALE,Sale,32.87,32.91,USD,-0.7,NA,US,0,NA,NA,1,32.87,1,32.87,0,0.0
870,FOLLETT,12-08-2020,9781351344906,1351344900,NA,NA,Understanding Education Research (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,39.0,RETURNS,Refund,27.27,27.3,USD,0.30000000000000004,NA,US,0,NA,NA,-1,-27.27,0,0.0,1,27.27
871,FOLLETT,12-08-2020,9781351486705,1351486705,NA,NA,Technology Security and National Power (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,46.95,SALE,Sale,32.87,32.86,USD,0.30000000000000004,NA,US,0,NA,NA,1,32.87,1,32.87,0,0.0
872,FOLLETT,12-08-2020,9781351585996,1351585991,NA,NA,Latin American and Latinx Philosophy (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,42.95,SALE,Sale,30.07,30.06,USD,0.30000000000000004,NA,US,0,NA,NA,1,30.07,1,30.07,0,0.0
873,FOLLETT,12-08-2020,9781351602761,1351602764,NA,NA,Narrative Approaches to Youth Work (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,66.5,SALE,Sale,34.97,35.25,CAD,0.47,NA,CA,0,NA,NA,1,34.97,1,34.97,0,0.0
874,FOLLETT,12-08-2020,9781351617901,1351617907,NA,NA,Governance and Policy in Sport Organizations (ebook) 4th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,65.65,SALE,Sale,51.07,51.21,USD,0.21999999999999997,NA,US,0,NA,NA,2,102.14,2,102.14,0,0.0
875,FOLLETT,12-08-2020,9781351676687,1351676687,NA,NA,Chapters 1-7: The Practice of Generalist Social Wo(ebook)4th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,45.95,SALE,Sale,32.17,32.16,USD,0.30000000000000004,NA,US,0,NA,NA,1,32.17,1,32.17,0,0.0
876,FOLLETT,12-08-2020,9781351685221,1351685228,NA,NA,Video Production (ebook) 12th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,89.0,SALE,Sale,62.27,62.3,USD,0.30000000000000004,NA,US,0,NA,NA,1,62.27,1,62.27,0,0.0
877,FOLLETT,12-08-2020,9781351734639,1351734636,NA,NA,Motor Learning and Control for Practitioners (ebook) 4th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,73.0,SALE,Sale,51.07,51.1,USD,0.30000000000000004,NA,US,0,NA,NA,1,51.07,1,51.07,0,0.0
878,FOLLETT,12-08-2020,9781351751254,1351751255,NA,NA,Understanding Global Security (ebook) 4th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,42.95,SALE,Sale,30.07,30.06,USD,0.30000000000000004,NA,US,0,NA,NA,1,30.07,1,30.07,0,0.0
879,FOLLETT,12-08-2020,9781351768306,1351768301,NA,NA,Linux (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,54.95,SALE,Sale,38.47,38.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,38.47,1,38.47,0,0.0
880,FOLLETT,12-08-2020,9781351779791,1351779796,NA,NA,Behavior Analysis and Learning (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,145.0,SALE,Sale,101.5,101.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,101.5,1,101.5,0,0.0
881,FOLLETT,12-08-2020,9781351790659,135179065X,NA,NA,Communicating for Success (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,60.0,RETURNS,Refund,104.97,105.0,USD,-0.75,NA,US,0,NA,NA,-2,-209.94,0,0.0,2,209.94
882,FOLLETT,12-08-2020,9781351790710,1351790714,NA,NA,The Natural Speaker (ebook) 9th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,69.0,RETURNS,Refund,48.27,48.3,USD,0.30000000000000004,NA,US,0,NA,NA,-1,-48.27,0,0.0,1,48.27
883,FOLLETT,12-08-2020,9781351790710,1351790714,NA,NA,The Natural Speaker (ebook) 9th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,69.0,SALE,Sale,48.27,48.3,USD,0.30000000000000004,NA,US,0,NA,NA,2,96.54,2,96.54,0,0.0
884,FOLLETT,12-08-2020,9781351803373,1351803379,NA,NA,Environmental and Natural Resource Economics (ebook) 11th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,174.95,SALE,Sale,122.47,122.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,122.47,1,122.47,0,0.0
885,FOLLETT,12-08-2020,9781351817387,1351817388,NA,NA,Understanding Research Methods (ebook) 10th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,69.0,RETURNS,Refund,69.27,69.0,USD,0.0,NA,US,0,NA,NA,-1,-69.27,0,0.0,1,69.27
886,FOLLETT,12-08-2020,9781351817387,1351817388,NA,NA,Understanding Research Methods (ebook) 10th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,75.0,RETURNS,Refund,69.27,69.0,USD,0.07999999999999996,NA,US,0,NA,NA,-1,-69.27,0,0.0,1,69.27
887,FOLLETT,12-08-2020,9781351817387,1351817388,NA,NA,Understanding Research Methods (ebook) 10th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,75.0,SALE,Sale,69.27,69.0,USD,0.07999999999999996,NA,US,0,NA,NA,1,69.27,1,69.27,0,0.0
888,FOLLETT,12-08-2020,9781351847988,1351847988,NA,NA,Television Field Production and Reporting (ebook) 7th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,88.0,SALE,Sale,115.5,115.28,USD,-0.31000000000000005,NA,US,0,NA,NA,1,115.5,1,115.5,0,0.0
889,FOLLETT,12-08-2020,9781351851411,1351851411,NA,NA,Cultural Theory and Popular Culture (ebook) 8th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,59.95,SALE,Sale,41.97,41.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,41.97,1,41.97,0,0.0
890,FOLLETT,12-08-2020,9781351857451,1351857452,NA,NA,Women; Music; Culture (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,61.0,SALE,Sale,55.27,55.51,USD,0.08999999999999997,NA,US,0,NA,NA,2,110.54,2,110.54,0,0.0
891,FOLLETT,12-08-2020,9781351857451,1351857452,NA,NA,Women; Music; Culture (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,78.95,SALE,Sale,55.27,55.26,USD,0.30000000000000004,NA,US,0,NA,NA,1,55.27,1,55.27,0,0.0
892,FOLLETT,12-08-2020,9781351858922,1351858920,NA,NA,Writing Literature Reviews (ebook) 7th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,70.95,SALE,Sale,49.67,49.66,USD,0.30000000000000004,NA,US,0,NA,NA,1,49.67,1,49.67,0,0.0
893,FOLLETT,12-08-2020,9781351892797,1351892797,NA,NA,The Chronicle of the Third Crusade (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,31.95,SALE,Sale,22.37,22.36,USD,0.30000000000000004,NA,US,0,NA,NA,1,22.37,1,22.37,0,0.0
894,FOLLETT,12-08-2020,9781351968478,1351968475,NA,NA,Preparing Literature Reviews (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,23.87,SALE,Sale,53.87,53.95,USD,-1.2599999999999998,NA,US,0,NA,NA,1,53.87,1,53.87,0,0.0
895,FOLLETT,12-08-2020,9781351984522,1351984527,NA,NA,Public Personnel Management (ebook) 7th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,115.0,SALE,Sale,80.47,80.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,80.47,1,80.47,0,0.0
896,FOLLETT,12-08-2020,9781420051636,1420051636,NA,NA,Feder's Succeeding as an Expert Witness (ebook) 4th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
897,FOLLETT,12-08-2020,9781439882467,1439882460,NA,NA,Applied Risk Management in Agriculture (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
898,FOLLETT,12-08-2020,9781466556836,1466556838,NA,NA,Nutritional Intervention in Metabolic Syndrome (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
899,FOLLETT,12-08-2020,9781466579378,1466579374,NA,NA,Global Cases in Best and Worst Practice in Crisis (ebook)1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,78.0,SALE,Sale,54.57,54.6,USD,0.30000000000000004,NA,US,0,NA,NA,1,54.57,1,54.57,0,0.0
900,FOLLETT,12-08-2020,9781482219234,1482219239,NA,NA,Guide to Cloud Computing for Business and Technolo(ebook)1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
901,FOLLETT,12-08-2020,9781482231496,1482231492,NA,NA,Principles of Reinforced Concrete Design (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
902,FOLLETT,12-08-2020,9781482244090,1482244098,NA,NA,The Private Sector's Role in Disasters (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,2,81.14,2,81.14,0,0.0
903,FOLLETT,12-08-2020,9781482282467,1482282461,NA,NA,Systems Engineering (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,100.0,SALE,Sale,69.97,70.0,USD,0.30000000000000004,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
904,FOLLETT,12-08-2020,9781498711647,1498711642,NA,NA,Intermediate C Programming (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,89.95,SALE,Sale,62.97,62.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,62.97,1,62.97,0,0.0
905,FOLLETT,12-08-2020,9781498728874,1498728871,NA,NA,Statistics for Engineering and the Sciences (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,61.48,RETURNS,Refund,40.57,40.58,USD,0.33999999999999997,NA,US,0,NA,NA,-1,-40.57,0,0.0,1,40.57
906,FOLLETT,12-08-2020,9781498728874,1498728871,NA,NA,Statistics for Engineering and the Sciences (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,96.72,RETURNS,Refund,40.57,40.62,USD,0.5800000000000001,NA,US,0,NA,NA,-1,-40.57,0,0.0,1,40.57
907,FOLLETT,12-08-2020,9781621590040,1621590046,NA,NA,Sport Law (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,69.0,SALE,Sale,40.95,40.71,USD,0.41000000000000003,NA,US,0,NA,NA,1,40.95,1,40.95,0,0.0
908,FOLLETT,12-08-2020,9781621590415,1621590410,NA,NA,Diversity and Inclusion in Sport Organizations (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,50.0,SALE,Sale,35.0,35.0,USD,0.30000000000000004,NA,US,0,NA,NA,1,35.0,1,35.0,0,0.0
909,FOLLETT,13-08-2020,9780429018626,429018622,NA,NA,Public Administration (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,99.95,SALE,Sale,69.97,69.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
910,FOLLETT,13-08-2020,9780429671258,429671253,NA,NA,Social Science (ebook) 17th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,99.0,RETURNS,Refund,105.0,104.94,USD,-0.06000000000000005,NA,US,0,NA,NA,-2,-210.0,0,0.0,2,210.0
911,FOLLETT,13-08-2020,9780429671258,429671253,NA,NA,Social Science (ebook) 17th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,99.0,SALE,Sale,105.0,104.94,USD,-0.06000000000000005,NA,US,0,NA,NA,2,210.0,2,210.0,0,0.0
912,FOLLETT,13-08-2020,9780429795824,429795823,NA,NA,Analyzing American Democracy (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,105.0,SALE,Sale,73.5,73.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,73.5,1,73.5,0,0.0
913,FOLLETT,13-08-2020,9780429850462,429850468,NA,NA,A Concise History of the Middle East (ebook) 12th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,55.0,SALE,Sale,38.47,38.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,38.47,1,38.47,0,0.0
914,FOLLETT,13-08-2020,9780429882333,429882335,NA,NA,Human Behavior in the Social Environment (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,104.95,SALE,Sale,73.47,73.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,73.47,1,73.47,0,0.0
915,FOLLETT,13-08-2020,9780429888007,429888007,NA,NA,Urban Politics (ebook) 10th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,46.61,SALE,Sale,69.97,69.91,USD,-0.5,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
916,FOLLETT,13-08-2020,9780429888007,429888007,NA,NA,Urban Politics (ebook) 10th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,47.75,SALE,Sale,69.97,70.19,USD,-0.47,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
917,FOLLETT,13-08-2020,9780429888007,429888007,NA,NA,Urban Politics (ebook) 10th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.05,SALE,Sale,69.97,70.17,USD,-0.22999999999999998,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
918,FOLLETT,13-08-2020,9780429888007,429888007,NA,NA,Urban Politics (ebook) 10th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,62.71,SALE,Sale,69.97,70.24,USD,-0.1200000000000001,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
919,FOLLETT,13-08-2020,9780429888007,429888007,NA,NA,Urban Politics (ebook) 10th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,63.26,SALE,Sale,69.97,70.22,USD,-0.1100000000000001,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
920,FOLLETT,13-08-2020,9780429888007,429888007,NA,NA,Urban Politics (ebook) 10th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,112.51,SALE,Sale,69.97,69.76,USD,0.38,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
921,FOLLETT,13-08-2020,9780429976643,042997664X,NA,NA,Symbolism (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,56.95,SALE,Sale,39.87,39.86,USD,0.30000000000000004,NA,US,0,NA,NA,1,39.87,1,39.87,0,0.0
922,FOLLETT,13-08-2020,9781000708035,1000708039,NA,NA,Introduction to Data Science (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,99.95,SALE,Sale,69.97,69.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
923,FOLLETT,13-08-2020,9781134049387,1134049382,NA,NA,Horror (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,38.95,SALE,Sale,27.27,27.26,USD,0.30000000000000004,NA,US,0,NA,NA,1,27.27,1,27.27,0,0.0
924,FOLLETT,13-08-2020,9781134059461,1134059469,NA,NA,Religion: The Basics (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,28.95,SALE,Sale,20.27,20.26,USD,0.30000000000000004,NA,US,0,NA,NA,2,40.54,2,40.54,0,0.0
925,FOLLETT,13-08-2020,9781134856824,1134856822,NA,NA,Politics UK (ebook) 9th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,60.0,SALE,Sale,41.99,42.0,USD,0.30000000000000004,NA,US,0,NA,NA,1,41.99,1,41.99,0,0.0
926,FOLLETT,13-08-2020,9781134991716,1134991711,NA,NA,Victimology (ebook) 8th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,105.0,SALE,Sale,73.5,73.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,73.5,1,73.5,0,0.0
927,FOLLETT,13-08-2020,9781135085902,1135085900,NA,NA,Using Industrial-Organizational Psychology for the(ebook)1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,62.95,SALE,Sale,44.07,44.06,USD,0.30000000000000004,NA,US,0,NA,NA,1,44.07,1,44.07,0,0.0
928,FOLLETT,13-08-2020,9781135127077,1135127077,NA,NA,My Father's Wars (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,33.88,SALE,Sale,30.77,30.83,USD,0.08999999999999997,NA,US,0,NA,NA,3,92.31,3,92.31,0,0.0
929,FOLLETT,13-08-2020,9781135257330,1135257337,NA,NA,Handbook of Sports and Media (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,39.06,SALE,Sale,84.0,83.98,USD,-1.15,NA,US,0,NA,NA,1,84.0,1,84.0,0,0.0
930,FOLLETT,13-08-2020,9781135364649,1135364648,NA,NA,Wars Of Imperial Conquest In Africa; 1830-1914 (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,52.0,SALE,Sale,36.37,36.4,USD,0.30000000000000004,NA,US,0,NA,NA,1,36.37,1,36.37,0,0.0
931,FOLLETT,13-08-2020,9781135470142,1135470146,NA,NA,The Dramatic Imagination (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,51.53,SALE,Sale,27.27,27.31,USD,0.47,NA,US,0,NA,NA,2,54.54,2,54.54,0,0.0
932,FOLLETT,13-08-2020,9781135511852,1135511853,NA,NA,An Introduction to Toxicogenomics (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,74.95,SALE,Sale,52.47,52.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,52.47,1,52.47,0,0.0
933,FOLLETT,13-08-2020,9781135960179,1135960178,NA,NA,Reconstructing Sustainability Science (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,59.95,SALE,Sale,41.97,41.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,41.97,1,41.97,0,0.0
934,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,36.04,SALE,Sale,47.57,47.57,USD,-0.32000000000000006,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
935,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,36.57,SALE,Sale,47.57,47.54,USD,-0.30000000000000004,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
936,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,36.69,SALE,Sale,47.57,47.7,USD,-0.30000000000000004,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
937,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,38.16,SALE,Sale,47.57,47.7,USD,-0.25,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
938,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,40.73,SALE,Sale,47.57,47.65,USD,-0.16999999999999993,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
939,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,40.75,SALE,Sale,47.57,47.68,USD,-0.16999999999999993,NA,US,0,NA,NA,2,95.14,2,95.14,0,0.0
940,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,42.59,SALE,Sale,47.57,47.7,USD,-0.1200000000000001,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
941,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,42.93,SALE,Sale,47.57,47.65,USD,-0.1100000000000001,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
942,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,43.04,SALE,Sale,47.57,47.77,USD,-0.1100000000000001,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
943,FOLLETT,13-08-2020,9781136040429,1136040420,NA,NA,Digital Cinematography (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,43.75,SALE,Sale,47.57,47.69,USD,-0.09000000000000008,NA,US,0,NA,NA,1,47.57,1,47.57,0,0.0
